"","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","duration_in_days","duration_in_years","measurement_freq_in_mins","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","climate_classification","time_id","q_diurnal_a_mean","q_diurnal_gm_mean","q_diurnal_median","q_diurnal_ninetieth_perc","s_diurnal_a_mean","s_diurnal_gm_mean","s_diurnal_median","s_diurnal_ninetieth_perc","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc"
"31","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2012-06-07 23:00:00",4100,11.233,10,5,38.8000420051355,590404,361327,"Tropical","2.2 - (a) - year_4",3.01854526630137e-08,2.62014477566107e-08,2.62302285e-08,4.92385709e-08,4.73806991479452e-08,4.32233994440738e-08,4.3338571e-08,7.18820868000001e-08,6.00109168852459e-08,5.54078815386786e-08,5.4576129e-08,9.24446438000001e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2012-06-07 23:00:00",4100,11.233,10,5,38.8000420051355,590404,361327,"Tropical","2.2 - (a) - year_5",3.15917876823529e-08,2.8014237647623e-08,2.7491874e-08,4.94135972e-08,4.90048429248826e-08,4.61777209415415e-08,4.5760788e-08,6.89260182e-08,6.1253770245283e-08,5.80842409410112e-08,5.6764526e-08,9.1075667e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2012-06-07 23:00:00",4100,11.233,10,5,38.8000420051355,590404,361327,"Tropical","2.2 - (a) - year_6",3.55952301292876e-08,2.96393012548384e-08,2.88749155e-08,6.01606009e-08,5.49792708465608e-08,4.90067596959993e-08,4.8773811e-08,8.32247603e-08,6.90530040582011e-08,6.2349216724778e-08,5.8571311e-08,1.097921492e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2012-06-07 23:00:00",4100,11.233,10,5,38.8000420051355,590404,361327,"Tropical","2.2 - (a) - year_7",2.91425933237548e-08,2.52688056582943e-08,2.518512e-08,4.73593536e-08,4.56336125210728e-08,4.15206797246799e-08,4.1053274e-08,6.9567431e-08,5.96180017076923e-08,5.5017642494195e-08,5.2740466e-08,8.61007958e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2012-06-07 23:00:00",4100,11.233,10,5,38.8000420051355,590404,361327,"Tropical","2.2 - (a) - year_8",2.0585815139726e-08,1.6126464281468e-08,1.69166145e-08,3.78102269e-08,3.37225387794521e-08,2.91848771725903e-08,3.03604495e-08,5.51808068e-08,4.42265506027397e-08,3.99075031439063e-08,4.0466143e-08,6.77375854e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2.2","Belize, Stann Creek, Carrie Bow Cay",-88.079817,16.8009,"2001-03-17 22:30:00","2012-06-07 23:00:00",4100,11.233,10,5,38.8000420051355,590404,361327,"Tropical","2.2 - (a) - year_9",2.5350384439528e-08,1.88173128125407e-08,2.0413326e-08,5.30292506e-08,4.0642355852071e-08,3.41661139848619e-08,3.5263182e-08,7.3494816e-08,5.23260044117647e-08,4.62800730948312e-08,4.597542e-08,9.37388290000001e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2014-10-02 22:10:00",5326,14.592,10,10,40.7299528932268,766981,454590,"Tropical","3 - (a) - year_1",1.82574342804962e-08,1.94917523279072e-08,1.3924518e-08,3.5972549e-08,2.61103205606061e-08,2.3824922770958e-08,2.3595658e-08,4.9845643e-08,3.75672383508287e-08,3.24277606049278e-08,3.0413394e-08,7.0429244e-08,7.46397473653846e-08,6.88860350190524e-08,6.56306515e-08,1.084306917e-07,9.45865088461538e-08,8.73703264513058e-08,8.3195732e-08,1.58091172e-07,1.29298547e-07,1.21539764470193e-07,1.299996365e-07,1.945760885e-07
"38","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2014-10-02 22:10:00",5326,14.592,10,10,40.7299528932268,766981,454590,"Tropical","3 - (a) - year_10",2.17787288838384e-08,1.6087724606552e-08,1.64796905e-08,4.3248105e-08,3.19491684242424e-08,2.49977183938206e-08,2.3935789e-08,7.08620624e-08,4.73556117777778e-08,4.02886625114791e-08,3.8330344e-08,8.94735916e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2014-10-02 22:10:00",5326,14.592,10,10,40.7299528932268,766981,454590,"Tropical","3 - (a) - year_11",3.56734948340548e-08,2.80155437245028e-08,2.7685874e-08,7.04208336000001e-08,4.76519838040346e-08,3.96882956036826e-08,3.7597698e-08,9.47457890000001e-08,6.30024958786127e-08,5.45396973740067e-08,4.9176539e-08,1.155275672e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2014-10-02 22:10:00",5326,14.592,10,10,40.7299528932268,766981,454590,"Tropical","3 - (a) - year_12",3.05083299366197e-08,2.49786073297143e-08,2.4290372e-08,5.4068151e-08,4.26639629887006e-08,3.75987192045859e-08,3.6813173e-08,7.35471962e-08,5.50088258707865e-08,4.96466264699049e-08,4.5811119e-08,9.31564539e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2014-10-02 22:10:00",5326,14.592,10,10,40.7299528932268,766981,454590,"Tropical","3 - (a) - year_13",3.11704316375969e-08,2.3970117742378e-08,2.2871365e-08,6.69979385e-08,4.4425695003861e-08,3.7144486614652e-08,3.4009262e-08,8.47989458e-08,5.59523921007752e-08,4.85653698405894e-08,4.586145e-08,1.014760932e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","3","Belize, Stann Creek, Carrie Bow Cay",-88.07863,16.79972,"2000-03-03 16:10:00","2014-10-02 22:10:00",5326,14.592,10,10,40.7299528932268,766981,454590,"Tropical","3 - (a) - year_14",2.48700522205882e-08,1.60861299917771e-08,1.7611246e-08,4.69475138e-08,3.61178945520362e-08,2.55080727782753e-08,2.90088915e-08,6.41171468e-08,4.96982771045455e-08,3.64826055482786e-08,3.81489555e-08,8.10387676e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
